Time (BTJD),Normalised flux,batman model,GP model
2714.979757772236,0.9987344,1.0,0.0004867272350210783
2714.9811466241686,1.0012728,1.0,0.00048632466406006714
2714.982535476101,0.9982902,1.0,0.0004859230518581281
2714.9839243280335,0.99897736,1.0,0.0004855224384114898
2714.9853131799664,0.9979917,1.0,0.00048512285804713784
2714.9867020318984,0.9986379,1.0,0.00048472433871848963
2714.98809088383,0.9985667,1.0,0.0004843269004357609
2714.9894797357624,1.0041277,1.0,0.00048393055618500824
2714.9908685872283,0.99722475,1.0,0.0004835353155772104
2714.9922574391603,1.0013158,1.0,0.00048314119340941986
2714.9936462910923,1.0024897,1.0,0.00048274819976890093
2714.995035143025,1.001376,1.0,0.00048235634584781195
2714.9964239949572,0.99933255,1.0,0.0004819656486481083
2714.99781284689,1.0007118,1.0,0.00048157612781918324
2714.999201698822,0.99640846,1.0,0.00048118780094696945
2715.000590550754,0.9986915,1.0,0.000480800683055449
2715.001979402221,1.001437,1.0,0.0004804147786439117
2715.003368254154,1.0005898,1.0,0.00048003008570174366
2715.0047571060863,1.0034504,1.0,0.00047964660389121505
2715.006145958018,0.99836826,1.0,0.00047926433535239177
2715.0075348099504,1.0056211,1.0,0.0004788832881201799
2715.008923661883,1.0012443,1.0,0.00047850347003475235
2715.0103125133496,1.0023133,1.0,0.0004781249005487709
2715.0117013652816,0.9995138,1.0,0.00047774760472996114
2715.0130902172136,1.0007182,1.0,0.0004773716122974392
2715.014479069146,1.0035322,1.0,0.0004769969517792738
2715.015867921079,0.9992495,1.0,0.0004766236535334034
2715.017256772546,0.998479,1.0,0.00047625175475496384
2715.018645624478,0.9995794,1.0,0.00047588128996389756
2715.02003447641,1.0005865,1.0,0.0004755122880066853
2715.0214233283423,0.9990507,1.0,0.0004751447743323034
2715.022812180275,1.0019469,1.0,0.00047477877326662643
2715.024201031742,0.998445,1.0,0.00047441430680428276
2715.0255898836735,1.0034299,1.0,0.0004740513980285854
2715.026978735606,1.0039201,1.0,0.0004736900681807654
2715.0283675875385,1.0019274,1.0,0.00047333034631713566
2715.0297564390053,1.0007247,1.0,0.00047297227251386076
2715.0311452909377,0.9969537,1.0,0.000472615892197048
2715.0325341428693,0.99943763,1.0,0.0004722612505265733
2715.0339229948013,0.99784577,1.0,0.000471908383625097
2715.0353118462676,0.9991296,1.0,0.0004715573215734459
2715.0367006982,0.9995906,1.0,0.0004712080863746859
